"","YYYY","MM_DD","ATMP"
"5581",2004,"1-29",2.3
"5582",2004,"1-30",0.7
"5583",2004,"1-31",-2.7
"5584",2004,"2-1",-4
"5585",2004,"2-2",-4.5
"5586",2004,"2-3",-5.4
"5587",2004,"2-4",-4.5
"5588",2004,"2-5",-5.1
"5589",2004,"2-6",-3
"5590",2004,"2-7",-4
"5591",2004,"2-8",-4.7
"5592",2004,"2-9",-2.2
"5593",2004,"2-10",2.3
"5594",2004,"2-11",0.4
"5595",2004,"2-12",2.1
"5596",2004,"2-13",2.8
"5597",2004,"2-14",1
"5598",2004,"2-15",2.9
"5599",2004,"2-16",2.7
"5600",2004,"2-17",2.6
"5601",2004,"2-18",-0.2
"5602",2004,"2-19",-4.4
"5603",2004,"2-20",-4.3
"5604",2004,"2-21",-1.6
"5605",2004,"2-22",-2.4
"5606",2004,"2-23",-0.5
"5607",2004,"2-24",0.7
"5608",2004,"2-25",2.1
"5609",2004,"2-26",2.2
"5610",2004,"2-27",1.9
"5611",2004,"2-28",2.6
"5612",2004,"2-29",1.6
"5613",2004,"3-1",2.1
"5614",2004,"3-2",1.8
"5615",2004,"3-3",1.8
"5616",2004,"3-4",0.7
"5617",2004,"3-5",-0.9
"5618",2004,"3-6",-1.7
"5619",2004,"3-7",-4.6
"5620",2004,"3-8",-1.2
"5621",2004,"3-9",1.4
"5622",2004,"3-10",-0.3
"5623",2004,"3-11",-3.7
"5624",2004,"3-12",-1.8
"5625",2004,"3-13",1.8
"5626",2004,"3-14",0.9
"5627",2004,"3-15",-0.7
"5628",2004,"3-16",-1.2
"5629",2004,"3-17",-0.2
"5630",2004,"3-18",0.1
"5631",2004,"3-19",1.4
"5632",2004,"3-20",1.4
"5633",2004,"3-21",1.8
"5634",2004,"3-22",1.7
"5635",2004,"3-23",2.2
"5636",2004,"3-24",1.2
"5637",2004,"3-25",2.2
"5638",2004,"3-26",-1.6
"5639",2004,"3-27",-3.8
"5640",2004,"3-28",-2.1
"5641",2004,"3-29",-0.8
"5642",2004,"3-30",-1.9
"5643",2004,"3-31",-4.6
"5644",2004,"4-1",-5.4
"5645",2004,"4-2",-6
"5646",2004,"4-3",-6.8
"5647",2004,"4-4",-5.3
"5648",2004,"4-5",-5.7
"5649",2004,"4-6",-3.5
"5650",2004,"4-7",1.3
"5651",2004,"4-8",0.8
"5652",2004,"4-9",2
"5653",2004,"4-10",2.8
"5654",2004,"4-11",3
"5655",2004,"4-12",2.1
"5656",2004,"4-13",2.5
"5657",2004,"4-14",1.5
"5658",2004,"4-15",2.7
"5659",2004,"4-16",2.3
"5660",2004,"4-17",1.8
"5661",2004,"4-18",2.3
"5662",2004,"4-19",0.8
"5663",2004,"4-20",2.2
"5664",2004,"4-21",1.5
"5665",2004,"4-22",2
"5666",2004,"4-23",1.3
"5667",2004,"4-24",-1.3
"5668",2004,"4-25",2.4
"5669",2004,"4-26",3.3
"5670",2004,"4-27",2.1
"5671",2004,"4-28",1.7
"5672",2004,"4-29",1.5
"5673",2004,"4-30",1.5
"5674",2004,"5-1",2.6
"5675",2004,"5-2",2.7
"5676",2004,"5-3",3.8
"5677",2004,"5-4",3.5
"5678",2004,"5-5",2.6
"5679",2004,"5-6",3.9
"5680",2004,"5-7",3
"5681",2004,"5-8",3.3
"5682",2004,"5-9",3.5
"5683",2004,"5-10",3
"5684",2004,"5-11",3.6
"5685",2004,"5-12",2.2
"5686",2004,"5-13",2.5
"5687",2004,"5-14",3.3
"5688",2004,"5-15",2.5
"5689",2004,"5-16",3.4
"5690",2004,"5-17",3
"5691",2004,"5-18",3.5
"5692",2004,"5-19",4.2
"5693",2004,"5-20",4.8
"5694",2004,"5-21",4.8
"5695",2004,"5-22",4.9
"5696",2004,"5-23",4.8
"5697",2004,"5-24",4.5
"5698",2004,"5-25",4.9
"5699",2004,"5-26",4.9
"5700",2004,"5-27",5.4
"5701",2004,"5-28",5
"5702",2004,"5-29",4.1
"5703",2004,"5-30",4.9
"5704",2004,"5-31",4.9
"5705",2004,"6-1",5.2
"5706",2004,"6-2",5.6
"5707",2004,"6-3",4.6
"5708",2004,"6-4",5.2
"5709",2004,"6-5",5.8
"5710",2004,"6-6",5.8
"5711",2004,"6-7",6
"5712",2004,"6-8",5.9
"5713",2004,"6-9",6.3
"5714",2004,"6-10",6.3
"5715",2004,"6-11",5.6
"5716",2004,"6-12",6.5
"5717",2004,"6-13",6.4
"5718",2004,"6-14",7.6
"5719",2004,"6-15",7.2
"5720",2004,"6-16",6.9
"5721",2004,"6-17",7.2
"5722",2004,"6-18",7.8
"5723",2004,"6-19",7
"5724",2004,"6-20",7.2
"5725",2004,"6-21",6.1
"5726",2004,"6-22",7.4
"5727",2004,"6-23",7.8
"5728",2004,"6-24",7.1
"5729",2004,"6-25",6.6
"5730",2004,"6-26",7.6
"5731",2004,"6-27",7.4
"5732",2004,"6-28",6.2
"5733",2004,"6-29",8.1
"5734",2004,"6-30",6.3
"5735",2004,"7-1",7.6
"5736",2004,"7-2",6.1
"5737",2004,"7-3",7.1
"5738",2004,"7-4",7.1
"5739",2004,"7-5",6.7
"5740",2004,"7-6",6.5
"5741",2004,"7-7",8
"5742",2004,"7-8",7.6
"5743",2004,"7-9",7.1
"5744",2004,"7-10",8.3
"5745",2004,"7-12",8.7
"5746",2004,"7-13",8.6
"5747",2004,"7-14",8.6
"5748",2004,"7-15",8.5
"5749",2004,"7-16",9.8
"5750",2004,"7-17",9.6
"5751",2004,"7-18",8.9
"5752",2004,"7-19",8.9
"5753",2004,"7-20",8.4
"5754",2004,"7-21",7.4
"5755",2004,"7-22",9.6
"5756",2004,"7-23",9.5
"5757",2004,"7-24",9.7
"5758",2004,"7-25",9.9
"5759",2004,"7-26",9.8
"5760",2004,"7-27",10.5
"5761",2004,"7-28",10.7
"5762",2004,"7-29",10.7
"5763",2004,"7-30",10.7
"5764",2004,"7-31",11.4
"5765",2004,"8-1",11.6
"5766",2004,"8-2",10.1
"5767",2004,"8-3",10.2
"5768",2004,"8-4",9.7
"5769",2004,"8-5",10.7
"5770",2004,"8-6",10.2
"5771",2004,"8-7",10
"5772",2004,"8-8",10.1
"5773",2004,"8-9",8.7
"5774",2004,"8-10",10
"5775",2004,"8-11",9.8
"5776",2004,"8-12",10.4
"5777",2004,"8-13",10.3
"5778",2004,"8-14",10.2
"5779",2004,"8-15",10.1
"5780",2004,"8-16",9.2
"5781",2004,"8-17",10
"5782",2004,"8-18",10.2
"5783",2004,"8-19",9.7
"5784",2004,"8-20",10.3
"5785",2004,"8-21",10.6
"5786",2004,"8-22",10.7
"5787",2004,"8-23",10.7
"5788",2004,"8-24",10.6
"5789",2004,"8-25",10.6
"5790",2004,"8-26",10.5
"5791",2004,"8-27",9.2
"5792",2004,"8-28",9.9
"5793",2004,"8-29",10.7
"5794",2004,"8-30",10.5
"5795",2004,"8-31",10
"5796",2004,"9-1",10.5
"5797",2004,"9-2",10.7
"5798",2004,"9-3",10.9
"5799",2004,"9-4",9.4
"5800",2004,"9-5",10.5
"5801",2004,"9-6",10.1
"5802",2004,"9-7",9.8
"5803",2004,"9-8",9.8
"5804",2004,"9-9",10.2
"5805",2004,"9-10",9.8
"5806",2004,"9-11",10.9
"5807",2004,"9-12",10.4
"5808",2004,"9-13",10.1
"5809",2004,"9-14",10
"5810",2004,"9-15",10
"5811",2004,"9-16",9.9
"5812",2004,"9-17",10.4
"5813",2004,"9-18",10.4
"5814",2004,"9-19",10.3
"5815",2004,"9-20",9.5
"5816",2004,"9-21",10.7
"5817",2004,"9-22",9.6
"5818",2004,"9-23",9.2
"5819",2004,"9-24",9.4
"5820",2004,"9-25",7.7
"5821",2004,"9-26",8.2
"5822",2004,"9-27",9.8
"5823",2004,"9-28",7.3
"5824",2004,"9-29",6.6
"5825",2004,"9-30",7.5
"5826",2004,"10-1",8.8
"5827",2004,"10-2",8
"5828",2004,"10-3",9.4
"5829",2004,"10-4",8.1
"5830",2004,"10-5",7
"5831",2004,"10-6",7.3
"5832",2004,"10-7",7.2
"5833",2004,"10-8",7.7
"5834",2004,"10-9",7
"5835",2004,"10-10",7.3
"5836",2004,"10-11",6.5
"5837",2004,"10-12",7.8
"5838",2004,"10-13",5.8
"5839",2004,"10-14",6.7
"5840",2004,"10-15",7.5
"5841",2004,"10-16",6.6
"5842",2004,"10-17",6.7
"5843",2004,"10-18",7.4
"5844",2004,"10-19",6.3
"5845",2004,"10-20",2.7
"5846",2004,"10-21",5.9
"5847",2004,"10-22",6.7
"5848",2004,"10-23",1.2
"5849",2004,"10-24",3.3
"5850",2004,"10-25",3.7
"5851",2004,"10-26",5.2
"5852",2004,"10-27",2.6
"5853",2004,"10-28",0.7
"5854",2004,"10-29",1.5
"5855",2004,"10-30",0.5
"5856",2004,"10-31",0.1
"5857",2004,"11-1",0
"5858",2004,"11-2",1.3
"5859",2004,"11-3",-0.1
"5860",2004,"11-4",0.6
"5861",2004,"11-5",0.4
"5862",2004,"11-6",0
"5863",2004,"11-7",-0.8
"5864",2004,"11-8",-1.8
"5865",2004,"11-9",0
"5866",2004,"11-10",0.9
"5867",2004,"11-11",1.2
"5868",2004,"11-12",4.1
"5869",2004,"11-13",2.7
"5870",2004,"11-14",2.6
"5871",2004,"11-15",0.7
"5872",2004,"11-16",2
"5873",2004,"11-17",3.6
"5874",2004,"11-18",2
"5875",2004,"11-19",3.3
"5876",2004,"11-20",2.6
"5877",2004,"11-21",3
"5878",2004,"11-22",3.1
"5879",2004,"11-23",3.2
"5880",2004,"11-24",2.1
"5881",2004,"11-25",1
"5882",2004,"11-26",2.3
"5883",2004,"11-27",3.5
"5884",2004,"11-28",2.6
"5885",2004,"11-29",1.9
"5886",2004,"11-30",0.5
"5887",2004,"12-1",1.8
"5888",2004,"12-2",1.1
"5889",2004,"12-3",2.2
"5890",2004,"12-4",2.6
"5891",2004,"12-5",3.3
"5892",2004,"12-6",2.8
"5893",2004,"12-7",-2
"5894",2004,"12-8",-4
"5895",2004,"12-9",-3.2
"5896",2004,"12-10",-1.1
"5897",2004,"12-11",-2
"5898",2004,"12-12",-1.2
"5899",2004,"12-13",1.2
"5900",2004,"12-14",-1.2
"5901",2004,"12-15",0
"5902",2004,"12-16",-1.6
"5903",2004,"12-17",-4.3
"5904",2004,"12-18",-3.4
"5905",2004,"12-19",-1.9
"5906",2004,"12-20",-3.6
"5907",2004,"12-21",-3
"5908",2004,"12-22",-2.8
"5909",2004,"12-23",-4.3
"5910",2004,"12-24",1.5
"5911",2004,"12-25",2
"5912",2004,"12-26",2.1
"5913",2004,"12-27",1.8
"5914",2004,"12-28",3.1
"5915",2004,"12-29",2.4
"5916",2004,"12-30",1.5
"5917",2004,"12-31",2.6
"5918",2005,"1-1",3.3
"5919",2005,"1-2",2.4
"5920",2005,"1-3",-1
"5921",2005,"1-4",0
"5922",2005,"1-5",3.6
"5923",2005,"1-6",2.9
"5924",2005,"1-7",3.2
"5925",2005,"1-8",2.8
"5926",2005,"1-9",2.8
"5927",2005,"1-10",3.4
"5928",2005,"1-11",3.3
"5929",2005,"1-12",2.1
"5930",2005,"1-13",3
"5931",2005,"1-14",3.2
"5932",2005,"1-15",3.2
"5933",2005,"1-16",3.2
"5934",2005,"1-17",2.6
"5935",2005,"1-18",0.7
"5936",2005,"1-19",0.3
"5937",2005,"1-20",-1.1
"5938",2005,"1-21",-2.1
"5939",2005,"1-22",-3.7
"5940",2005,"1-23",2.4
"5941",2005,"1-24",1
"5942",2005,"1-25",1.7
"5943",2005,"1-26",2.6
"5944",2005,"1-27",2.8
"5945",2005,"1-28",0.8
"5946",2005,"1-29",-2.4
"5947",2005,"1-30",0.4
"5948",2005,"1-31",1.2
"5949",2005,"2-1",-0.2
"5950",2005,"2-2",-0.4
"5951",2005,"2-3",-2.1
"5952",2005,"2-4",-0.8
"5953",2005,"2-5",1.7
"5954",2005,"2-6",-0.3
"5955",2005,"2-7",-2.3
"5956",2005,"2-8",-6.7
"5957",2005,"2-9",-5
"5958",2005,"2-10",-4.7
"5959",2005,"2-11",-1.8
"5960",2005,"2-12",1.1
"5961",2005,"2-13",1.2
"5962",2005,"2-14",2.2
"5963",2005,"2-15",2
"5964",2005,"2-16",1.5
"5965",2005,"2-17",-0.4
"5966",2005,"2-18",1.6
"5967",2005,"2-19",1.7
"5968",2005,"2-20",2.3
"5969",2005,"2-21",1.3
"5970",2005,"2-22",1.9
"5971",2005,"2-23",0.2
"5972",2005,"2-24",-0.8
"5973",2005,"2-25",0.6
"5974",2005,"2-26",-0.2
"5975",2005,"2-27",-1.3
"5976",2005,"2-28",-0.8
"5977",2005,"3-1",-3.2
"5978",2005,"3-2",-5.4
"5979",2005,"3-3",-6.9
"5980",2005,"3-4",-5
"5981",2005,"3-5",-1.8
"5982",2005,"3-6",-0.4
"5983",2005,"3-7",2.3
"5984",2005,"3-8",1.7
"5985",2005,"3-9",-1.5
"5986",2005,"3-10",-0.2
"5987",2005,"3-11",2.1
"5988",2005,"3-12",-3.4
"5989",2005,"3-13",-2.9
"5990",2005,"3-14",2.4
"5991",2005,"3-15",1.6
"5992",2005,"3-16",0.8
"5993",2005,"3-17",1.2
"5994",2005,"3-18",0.8
"5995",2005,"3-19",1.4
"5996",2005,"3-20",3.2
"5997",2005,"3-21",2.3
"5998",2005,"3-22",-1.8
"5999",2005,"3-23",-3.1
"6000",2005,"3-24",-2.1
"6001",2005,"3-25",-2
"6002",2005,"3-26",-2.8
"6003",2005,"3-27",-2.6
"6004",2005,"3-28",-3.1
"6005",2005,"3-29",-5.7
"6006",2005,"3-30",-7.4
"6007",2005,"3-31",1.5
"6008",2005,"4-1",1.9
"6009",2005,"4-2",0.1
"6010",2005,"4-3",-1.5
"6011",2005,"4-4",-3.4
"6012",2005,"4-5",-1.8
"6013",2005,"4-6",-0.2
"6014",2005,"4-7",-4.8
"6015",2005,"4-8",-4.1
"6016",2005,"4-9",-3
"6017",2005,"4-10",-3.6
"6018",2005,"4-11",-0.9
"6019",2005,"4-12",3.2
"6020",2005,"4-13",2.8
"6021",2005,"4-14",2.7
"6022",2005,"4-15",2
"6023",2005,"4-16",3
"6024",2005,"4-17",0.7
"6025",2005,"4-18",-3
"6026",2005,"4-19",-2.7
"6027",2005,"4-20",-2.3
"6028",2005,"4-21",-1.2
"6029",2005,"4-22",-2.1
"6030",2005,"4-23",-0.2
"6031",2005,"4-24",3.5
"6032",2005,"4-25",3.3
"6033",2005,"4-26",2.6
"6034",2005,"4-27",2.8
"6035",2005,"4-28",2.4
"6036",2005,"4-29",3
"6037",2005,"4-30",2.4
"6038",2005,"5-1",1.1
"6039",2005,"5-2",1.6
"6040",2005,"5-3",1.8
"6041",2005,"5-4",0.9
"6042",2005,"5-5",1.3
"6043",2005,"5-6",1.6
"6044",2005,"5-7",1.7
"6045",2005,"5-8",2.7
"6046",2005,"5-9",2.6
"6047",2005,"5-10",2.3
"6048",2005,"5-11",2.2
"6049",2005,"5-12",3.3
"6050",2005,"5-13",2.6
"6051",2005,"5-14",1.9
"6052",2005,"5-15",1.4
"6053",2005,"5-16",0.5
"6054",2005,"5-17",0.8
"6055",2005,"5-18",1.8
"6056",2005,"5-19",2.6
"6057",2005,"5-20",3
"6058",2005,"5-21",3.6
"6059",2005,"5-22",4.1
"6060",2005,"5-23",4.1
"6061",2005,"5-24",3.5
"6062",2005,"5-25",4.5
"6063",2005,"5-26",4.6
"6064",2005,"5-27",4.3
"6065",2005,"5-28",3.1
"6066",2005,"5-29",3.4
"6067",2005,"5-30",3.4
"6068",2005,"5-31",3.8
"6069",2005,"6-1",4.8
"6070",2005,"6-2",4.5
"6071",2005,"6-3",3.5
"6072",2005,"6-4",3.2
"6073",2005,"6-5",5.3
"6074",2005,"6-6",5.4
"6075",2005,"6-7",3.6
"6076",2005,"6-8",4.7
"6077",2005,"6-9",4.8
"6078",2005,"6-10",4.4
"6079",2005,"6-11",4.4
"6080",2005,"6-12",5.3
"6081",2005,"6-13",5.8
"6082",2005,"6-14",5.7
"6083",2005,"6-15",5.9
"6084",2005,"6-16",5.9
"6085",2005,"6-17",5.8
"6086",2005,"6-18",5.3
"6087",2005,"6-19",5.6
"6088",2005,"6-20",5.9
"6089",2005,"6-21",6.1
"6090",2005,"6-22",6.1
"6091",2005,"6-23",5.6
"6092",2005,"6-24",5.8
"6093",2005,"6-25",6.1
"6094",2005,"6-26",7.1
"6095",2005,"6-27",6.7
"6096",2005,"6-28",7.9
"6097",2005,"6-29",6.6
"6098",2005,"6-30",6.3
"6099",2005,"7-1",6.8
"6100",2005,"7-2",7.4
"6101",2005,"7-3",6.9
"6102",2005,"7-4",4.9
"6103",2005,"7-5",7.6
"6104",2005,"7-6",7.4
"6105",2005,"7-7",6.9
"6106",2005,"7-8",8.3
"6107",2005,"7-9",6.7
"6108",2005,"7-10",7
"6109",2005,"7-11",7.5
"6110",2005,"7-12",7.4
"6111",2005,"7-13",7.7
"6112",2005,"7-14",8
"6113",2005,"7-15",8
"6114",2005,"7-16",8.7
"6115",2005,"7-17",8.7
"6116",2005,"7-18",8.5
"6117",2005,"7-19",9.2
"6118",2005,"7-20",9.1
"6119",2005,"7-21",9.2
"6120",2005,"7-22",8.8
"6121",2005,"7-23",9.6
"6122",2005,"7-24",10.1
"6123",2005,"7-25",9.1
"6124",2005,"7-26",8.8
"6125",2005,"7-27",9.4
"6126",2005,"7-28",9.7
"6127",2005,"7-29",10.4
"6128",2005,"7-30",10
"6129",2005,"7-31",10
"6130",2005,"8-1",9.5
"6131",2005,"8-2",9.6
"6132",2005,"8-3",9.6
"6133",2005,"8-4",9.6
"6134",2005,"8-5",9.8
"6135",2005,"8-6",9.3
"6136",2005,"8-7",10.1
"6137",2005,"8-8",9.9
"6138",2005,"8-9",9.4
"6139",2005,"8-10",9.4
"6140",2005,"8-11",9.2
"6141",2005,"8-12",9.5
"6142",2005,"8-13",9.5
"6143",2005,"8-14",9.3
"6144",2005,"8-15",9
"6145",2005,"8-16",9.6
"6146",2005,"8-17",9.6
"6147",2005,"8-18",9.2
"6148",2005,"8-19",9.5
"6149",2005,"8-20",9.3
"6150",2005,"8-21",10
"6151",2005,"8-22",9.4
"6152",2005,"8-23",10.2
"6153",2005,"8-24",9.9
"6154",2005,"8-25",10
"6155",2005,"8-26",10.3
"6156",2005,"8-27",11.8
"6157",2005,"8-28",10.1
"6158",2005,"8-29",10.1
"6159",2005,"8-30",9.6
"6160",2005,"8-31",9.1
"6161",2005,"9-1",9.8
"6162",2005,"9-2",10
"6163",2005,"9-3",10
"6164",2005,"9-4",9.5
"6165",2005,"9-5",9.3
"6166",2005,"9-6",9.9
"6167",2005,"9-7",9.1
"6168",2005,"9-8",9.2
"6169",2005,"9-9",8.6
"6170",2005,"9-10",8.9
"6171",2005,"9-11",9
"6172",2005,"9-12",9.4
"6173",2005,"9-13",9.2
"6174",2005,"9-14",8.9
"6175",2005,"9-15",9.4
"6176",2005,"9-16",9.1
"6177",2005,"9-17",7.7
"6178",2005,"9-18",8.3
"6179",2005,"9-19",8.8
"6180",2005,"9-20",9.2
"6181",2005,"9-21",9.1
"6182",2005,"9-22",7.9
"6183",2005,"9-23",8.3
"6184",2005,"9-24",7.8
"6185",2005,"9-25",8.1
"6186",2005,"9-26",7.5
"6187",2005,"9-27",7.6
"6188",2005,"9-28",7.2
"6189",2005,"9-29",7
"6190",2005,"9-30",7.5
"6191",2005,"10-1",7.7
"6192",2005,"10-2",8.3
"6193",2005,"10-3",8.2
"6194",2005,"10-4",7.4
"6195",2005,"10-5",7.6
"6196",2005,"10-6",6.8
"6197",2005,"10-7",5.1
"6198",2005,"10-8",6.8
"6199",2005,"10-9",6.4
"6200",2005,"10-10",7
"6201",2005,"10-11",6.7
"6202",2005,"10-12",5.5
"6203",2005,"10-13",7.6
"6204",2005,"10-14",5.8
"6205",2005,"10-15",5.6
"6206",2005,"10-16",7.7
"6207",2005,"10-17",6.2
"6208",2005,"10-18",7
"6209",2005,"10-19",4.8
"6210",2005,"10-20",4.2
"6211",2005,"10-21",4.2
"6212",2005,"10-22",2.8
"6213",2005,"10-23",3.2
"6214",2005,"10-24",4
"6215",2005,"10-25",4
"6216",2005,"10-26",5.3
"6217",2005,"10-27",5.5
"6218",2005,"10-28",5.3
"6219",2005,"10-29",3.9
"6220",2005,"10-30",5
"6221",2005,"10-31",6.2
"6222",2005,"11-1",5
"6223",2005,"11-2",4.7
"6224",2005,"11-3",4.2
"6225",2005,"11-4",5.7
"6226",2005,"11-5",5.1
"6227",2005,"11-6",5.5
"6228",2005,"11-7",2.1
"6229",2005,"11-8",0
"6230",2005,"11-9",0.3
"6231",2005,"11-10",0
"6232",2005,"11-11",1.4
"6233",2005,"11-12",1.2
"6234",2005,"11-13",1.5
"6235",2005,"11-14",1.6
"6236",2005,"11-15",1.3
"6237",2005,"11-16",0.8
"6238",2005,"11-17",-0.2
"6239",2005,"11-18",-1.2
"6240",2005,"11-19",-2
"6241",2005,"11-20",-0.2
"6242",2005,"11-21",0.1
"6243",2005,"11-22",-0.3
"6244",2005,"11-23",-0.4
"6245",2005,"11-24",-0.4
"6246",2005,"11-25",2.9
"6247",2005,"11-26",4.1
"6248",2005,"11-27",2.5
"6249",2005,"11-28",1.7
"6250",2005,"11-29",4.1
"6251",2005,"11-30",4.4
"6252",2005,"12-1",2.4
"6253",2005,"12-2",-2
"6254",2005,"12-3",-2.7
"6255",2005,"12-4",-1.6
"6256",2005,"12-5",-0.4
"6257",2005,"12-6",1.7
"6258",2005,"12-7",0.2
"6259",2005,"12-8",-0.8
"6260",2005,"12-9",-2.9
"6261",2005,"12-10",-1.4
"6262",2005,"12-11",0.6
"6263",2005,"12-12",2
"6264",2005,"12-13",2.2
"6265",2005,"12-14",0.9
"6266",2005,"12-15",2.9
"6267",2005,"12-16",-0.2
"6268",2005,"12-17",-4.5
"6269",2005,"12-18",1
"6270",2005,"12-19",3.2
"6271",2005,"12-20",-1.9
"6272",2005,"12-21",2.1
"6273",2005,"12-22",-2.4
"6274",2005,"12-23",-2.6
"6275",2005,"12-24",3.2
"6276",2005,"12-25",0.8
"6277",2005,"12-27",-1.5
"6278",2005,"12-28",1.7
"6279",2005,"12-29",-2.2
"6280",2005,"12-30",-2.6
"6281",2005,"12-31",-2.9
"6282",2006,"1-1",-3.2
"6283",2006,"1-2",-4.7
"6284",2006,"1-3",-3.1
"6285",2006,"1-4",-3.1
"6286",2006,"1-5",-4.7
"6287",2006,"1-6",-6.6
"6288",2006,"1-7",-5.9
"6289",2006,"1-8",-4.6
"6290",2006,"1-9",-5.2
"6291",2006,"1-10",-4.1
"6292",2006,"1-11",-6.4
"6293",2006,"1-12",0
"6294",2006,"1-13",-0.2
"6295",2006,"1-14",-1.4
"6296",2006,"1-15",-6.9
"6297",2006,"1-16",-6
"6298",2006,"1-17",-3.9
"6299",2006,"1-18",-4.5
"6300",2006,"1-19",-5.9
"6301",2006,"1-20",-6.9
"6302",2006,"1-21",-7.5
"6303",2006,"1-22",-1.4
"6304",2006,"1-23",-1.2
"6305",2006,"1-24",0.8
"6306",2006,"1-25",-2.7
"6307",2006,"1-26",1.3
"6308",2006,"1-27",-2.4
"6309",2006,"1-28",-4.6
"6310",2006,"1-29",-6.9
"6311",2006,"1-30",-6.7
"6312",2006,"1-31",-8.6
"6313",2006,"2-1",-9.2
"6314",2006,"2-2",-6.9
"6315",2006,"2-3",-11.2
"6316",2006,"2-4",-11.2
"6317",2006,"2-5",-9.2
"6318",2006,"2-6",-7.4
"6319",2006,"2-7",-4.6
"6320",2006,"2-8",-1.4
"6321",2006,"2-9",-2.1
"6322",2006,"2-10",-0.1
"6323",2006,"2-11",-3.5
"6324",2006,"2-12",1.2
"6325",2006,"2-13",0.9
"6326",2006,"2-14",0.1
"6327",2006,"2-15",1.7
"6328",2006,"2-16",0.3
"6329",2006,"2-17",2.6
"6330",2006,"2-18",-0.5
"6331",2006,"2-19",0.7
"6332",2006,"2-20",-0.8
"6333",2006,"2-21",0.9
"6334",2006,"2-22",2
"6335",2006,"2-23",1.2
"6336",2006,"2-24",1.9
"6337",2006,"2-25",0.4
"6338",2006,"2-26",1.7
"6339",2006,"2-27",-2.2
"6340",2006,"2-28",1.1
"6341",2006,"3-1",1.4
"6342",2006,"3-2",-1
"6343",2006,"3-3",-0.4
"6344",2006,"3-4",1.4
"6345",2006,"3-5",-1.4
"6346",2006,"3-6",-0.5
"6347",2006,"3-7",-2.2
"6348",2006,"3-8",1.6
"6349",2006,"3-9",1.7
"6350",2006,"3-10",3.1
"6351",2006,"3-11",2.6
"6352",2006,"3-12",1.2
"6353",2006,"3-13",0.2
"6354",2006,"3-14",0.6
"6355",2006,"3-15",1.5
"6356",2006,"3-17",1.9
"6357",2006,"3-18",1.3
"6358",2006,"3-19",0.9
"6359",2006,"3-20",-0.2
"6360",2006,"3-21",-2.5
"6361",2006,"3-22",1.9
"6362",2006,"3-23",0.1
"6363",2006,"3-24",2.9
"6364",2006,"3-25",2.2
"6365",2006,"3-26",1.8
"6366",2006,"3-27",1.8
"6367",2006,"3-28",0.6
"6368",2006,"3-29",-0.5
"6369",2006,"3-30",0.4
"6370",2006,"3-31",0.1
"6371",2006,"4-1",0.6
"6372",2006,"4-2",0.9
"6373",2006,"4-3",0.2
"6374",2006,"4-4",-2.9
"6375",2006,"4-5",0.9
"6376",2006,"4-6",1.3
"6377",2006,"4-7",2.9
"6378",2006,"4-8",2.3
"6379",2006,"4-9",-1.5
"6380",2006,"4-10",0.2
"6381",2006,"4-11",-2
"6382",2006,"4-12",-1.6
"6383",2006,"4-13",-3.5
"6384",2006,"4-14",-1.9
"6385",2006,"4-15",2.6
"6386",2006,"4-16",0.8
"6387",2006,"4-17",-3.3
"6388",2006,"4-18",-2.3
"6389",2006,"4-19",-2.3
"6390",2006,"4-20",-2.3
"6391",2006,"4-21",-2.8
"6392",2006,"4-22",-3.7
"6393",2006,"4-23",-2.9
"6394",2006,"4-24",0.2
"6395",2006,"4-25",-6.4
"6396",2006,"4-26",-4.3
"6397",2006,"4-27",-3
"6398",2006,"4-28",0.5
"6399",2006,"4-29",-3.1
"6400",2006,"4-30",-0.6
"6401",2006,"5-1",-1.5
"6402",2006,"5-2",-0.7
"6403",2006,"5-3",1.1
"6404",2006,"5-4",0.5
"6405",2006,"5-5",-1.6
"6406",2006,"5-6",-2.3
"6407",2006,"5-7",-1.8
"6408",2006,"5-8",-0.2
"6409",2006,"5-9",0.3
"6410",2006,"5-10",0.7
"6411",2006,"5-11",2
"6412",2006,"5-12",3.1
"6413",2006,"5-13",3
"6414",2006,"5-14",2.9
"6415",2006,"5-15",2.5
"6416",2006,"5-16",2.4
"6417",2006,"5-17",1.8
"6418",2006,"5-18",1.8
"6419",2006,"5-19",2.5
"6420",2006,"5-20",2
"6421",2006,"5-21",2.4
"6422",2006,"5-22",1.4
"6423",2006,"5-23",2
"6424",2006,"5-24",2.6
"6425",2006,"5-25",0.2
"6426",2006,"5-26",0.5
"6427",2006,"5-27",0.8
"6428",2006,"5-28",4.9
"6429",2006,"5-29",2.8
"6430",2006,"5-30",2.8
"6431",2006,"5-31",1.3
"6432",2006,"6-1",1.3
"6433",2006,"6-2",1.7
"6434",2006,"6-3",2.3
"6435",2006,"6-4",3.1
"6436",2006,"6-5",4.4
"6437",2006,"6-6",4.2
"6438",2006,"6-7",4
"6439",2006,"6-8",3.5
"6440",2006,"6-9",4.2
"6441",2006,"6-10",3.7
"6442",2006,"6-11",5
"6443",2006,"6-12",5.1
"6444",2006,"6-13",5.8
"6445",2006,"6-14",6.2
"6446",2006,"6-15",5.6
"6447",2006,"6-16",6.9
"6448",2006,"6-17",6
"6449",2006,"6-18",6
"6450",2006,"6-19",5.2
"6451",2006,"6-20",5.7
