"","YYYY","MM_DD","ATMP"
"4705",1999,"6-7",3.6
"4706",1999,"6-8",3.6
"4707",1999,"6-9",3.2
"4708",1999,"6-10",2.8
"4709",1999,"6-11",2.4
"4710",1999,"6-12",3.6
"4711",1999,"6-13",3.9
"4712",1999,"6-14",4.3
"4713",1999,"6-15",4.3
"4714",1999,"6-16",4.3
"4715",1999,"6-17",3.5
"4716",1999,"6-18",3.9
"4717",1999,"6-19",4.8
"4718",1999,"6-20",5.1
"4719",1999,"6-21",5.6
"4720",1999,"6-22",3.2
"4721",1999,"6-23",5.1
"4722",1999,"6-24",5.9
"4723",1999,"6-25",5.6
"4724",1999,"6-26",NA
"4725",1999,"6-27",5.8
"4726",1999,"6-28",5.9
"4727",1999,"6-29",5.2
"4728",1999,"6-30",6
"4729",1999,"7-1",6.2
"4730",1999,"7-2",5.2
"4731",1999,"7-3",5.6
"4732",1999,"7-4",6.3
"4733",1999,"7-5",5.8
"4734",1999,"7-6",5.9
"4735",1999,"7-7",5.9
"4736",1999,"7-8",5.8
"4737",1999,"7-9",6.8
"4738",1999,"7-10",6.7
"4739",1999,"7-11",6.7
"4740",1999,"7-12",6.6
"4741",1999,"7-13",6.3
"4742",1999,"7-14",7.1
"4743",1999,"7-15",7
"4744",1999,"7-16",7.4
"4745",1999,"7-17",6.6
"4746",1999,"7-18",7.1
"4747",1999,"7-19",7
"4748",1999,"7-20",7.4
"4749",1999,"7-21",5.6
"4750",1999,"7-22",7.4
"4751",1999,"7-23",NA
"4752",1999,"7-24",7.8
"4753",1999,"7-25",7.4
"4754",1999,"7-26",7.8
"4755",1999,"7-27",7.4
"4756",1999,"7-28",7.1
"4757",1999,"7-29",7.5
"4758",1999,"7-30",7.1
"4759",1999,"7-31",7.8
"4760",1999,"8-1",7
"4761",1999,"8-2",7.1
"4762",1999,"8-3",7.5
"4763",1999,"8-4",7.1
"4764",1999,"8-5",7.4
"4765",1999,"8-6",NA
"4766",1999,"8-7",6.6
"4767",1999,"8-8",7.4
"4768",1999,"8-9",7.5
"4769",1999,"8-10",7.9
"4770",1999,"8-11",7.5
"4771",1999,"8-12",8.2
"4772",1999,"8-13",7.5
"4773",1999,"8-14",7.8
"4774",1999,"8-15",NA
"4775",1999,"8-16",NA
"4776",1999,"8-17",8.7
"4777",1999,"8-18",9.4
"4778",1999,"8-19",8.6
"4779",1999,"8-20",8.3
"4780",1999,"8-21",7.9
"4781",1999,"8-22",7.7
"4782",1999,"8-23",7.8
"4783",1999,"8-24",7.9
"4784",1999,"8-25",7.5
"4785",1999,"8-26",8.2
"4786",1999,"8-27",6.7
"4787",1999,"8-28",7.9
"4788",1999,"8-29",7.8
"4789",1999,"8-30",NA
"4790",1999,"8-31",7.8
"4791",1999,"9-1",NA
"4792",1999,"9-2",7.8
"4793",1999,"9-3",7.4
"4794",1999,"9-4",7.5
"4795",1999,"9-5",6.7
"4796",1999,"9-6",8.4
"4797",1999,"9-7",8.2
"4798",1999,"9-8",8.2
"4799",1999,"9-9",7.9
"4800",1999,"9-10",8.2
"4801",1999,"9-11",NA
"4802",1999,"9-12",7.9
"4803",1999,"9-13",7.5
"4804",1999,"9-14",8.1
"4805",1999,"9-15",7.4
"4806",1999,"9-16",NA
"4807",1999,"9-17",7.8
"4808",1999,"9-18",7.1
"4809",1999,"9-19",NA
"4810",1999,"9-20",6.6
"4811",1999,"9-21",5.9
"4812",1999,"9-22",5.9
"4813",1999,"9-23",5.6
"4814",1999,"9-24",NA
"4815",1999,"9-25",7.4
"4816",1999,"9-26",7.8
"4817",1999,"9-27",NA
"4818",1999,"9-28",8.3
"4819",1999,"9-29",7.9
"4820",1999,"9-30",6
"4821",1999,"10-1",NA
"4822",1999,"10-2",NA
"4823",1999,"10-3",6.7
"4824",1999,"10-4",6.6
"4825",1999,"10-5",6.3
"4826",1999,"10-6",5.9
"4827",1999,"10-7",5.2
"4828",1999,"10-8",6.3
"4829",1999,"10-9",6
"4830",1999,"10-10",5.9
"4831",1999,"10-11",4.7
"4832",1999,"10-12",4.8
"4833",1999,"10-13",NA
"4834",1999,"10-14",6.6
"4835",1999,"10-15",6.6
"4836",1999,"10-16",4.7
"4837",1999,"10-17",4.5
"4838",1999,"10-18",5.8
"4839",1999,"10-19",5.8
"4840",1999,"10-20",3.2
"4841",1999,"10-21",0.5
"4842",1999,"10-22",2.7
"4843",1999,"10-23",2
"4844",1999,"10-24",0.4
"4845",1999,"10-25",1.1
"4846",1999,"10-26",2.1
"4847",1999,"10-27",2
"4848",1999,"10-28",2.8
"4849",1999,"10-29",2.7
"4850",1999,"10-30",3.1
"4851",1999,"10-31",0.4
"4852",1999,"11-1",0.8
"4853",1999,"11-2",3.2
"4854",1999,"11-3",4.8
"4855",1999,"11-4",3.2
"4856",1999,"11-5",1.2
"4857",1999,"11-6",NA
"4858",1999,"11-7",NA
"4859",1999,"11-8",-0.9
"4860",1999,"11-9",2
"4861",1999,"11-10",2.8
"4862",1999,"11-11",2.4
"4863",1999,"11-12",1.6
"4864",1999,"11-13",0.4
"4865",1999,"11-14",1.3
"4866",1999,"11-15",4
"4867",1999,"11-16",2.7
"4868",1999,"11-17",1.8
"4869",1999,"11-18",NA
"4870",1999,"11-19",2
"4871",1999,"11-20",0.1
"4872",1999,"11-21",NA
"4873",1999,"11-22",0.8
"4874",1999,"11-23",1.8
"4875",1999,"11-24",NA
"4876",1999,"11-25",NA
"4877",1999,"11-26",1.3
"4878",1999,"11-27",NA
"4879",1999,"11-28",NA
"4880",1999,"11-29",NA
"4881",1999,"11-30",NA
"4882",1999,"12-1",NA
"4883",1999,"12-2",0.5
"4884",1999,"12-3",-2.1
"4885",1999,"12-4",-4.1
"4886",1999,"12-5",-5.2
"4887",1999,"12-6",-4.4
"4888",1999,"12-7",-1.9
"4889",1999,"12-8",0.8
"4890",1999,"12-9",2.9
"4891",1999,"12-10",NA
"4892",1999,"12-11",-5.3
"4893",1999,"12-12",-5.6
"4894",1999,"12-13",-4.7
"4895",1999,"12-14",-7.9
"4896",1999,"12-15",-5.7
"4897",1999,"12-16",-4.7
"4898",1999,"12-17",-6.6
"4899",1999,"12-18",-8.3
"4900",1999,"12-19",-9.6
"4901",1999,"12-20",-7.7
"4902",1999,"12-21",NA
"4903",1999,"12-22",-4.3
"4904",1999,"12-23",-0.7
"4905",1999,"12-24",-0.4
"4906",1999,"12-25",0
"4907",1999,"12-26",-2.5
"4908",1999,"12-27",-1.5
"4909",1999,"12-28",-1.2
"4910",1999,"12-29",-3
"4911",1999,"12-30",-4.7
"4912",1999,"12-31",NA
"4913",2001,"1-1",-2.3
"4914",2001,"1-2",1.6
"4915",2001,"1-3",0.6
"4916",2001,"1-4",-3.2
"4917",2001,"1-5",1.5
"4918",2001,"1-6",-1.8
"4919",2001,"1-7",-6.2
"4920",2001,"1-8",-8
"4921",2001,"1-9",-3.4
"4922",2001,"1-10",-6.8
"4923",2001,"1-11",-2.3
"4924",2001,"1-12",-0.4
"4925",2001,"1-13",-2.3
"4926",2001,"1-14",-4.9
"4927",2001,"1-15",-6.8
"4928",2001,"1-16",-5.5
"4929",2001,"1-17",NA
"4930",2001,"1-18",-3.8
"4931",2001,"1-19",-3.1
"4932",2001,"1-20",-3
"4933",2001,"1-21",-4
"4934",2001,"1-22",-4.2
"4935",2001,"1-23",-0.6
"4936",2001,"1-24",-0.1
"4937",2001,"1-25",1.3
"4938",2001,"1-26",-0.8
"4939",2001,"1-27",-3.5
"4940",2001,"1-28",-2.6
"4941",2001,"1-29",NA
"4942",2001,"1-30",-0.7
"4943",2001,"1-31",0.2
"4944",2001,"2-1",-3.7
"4945",2001,"2-2",-5.8
"4946",2001,"2-3",NA
"4947",2001,"2-4",0.9
"4948",2001,"2-5",0.9
"4949",2001,"2-6",NA
"4950",2001,"2-7",0
"4951",2001,"2-8",-1.4
"4952",2001,"10-24",NA
"4953",2001,"10-25",NA
"4954",2001,"10-26",5.7
"4955",2001,"10-27",5.4
"4956",2001,"10-28",4.2
"4957",2001,"10-29",3.3
"4958",2001,"10-30",2.5
"4959",2001,"10-31",1.1
"4960",2001,"11-1",0.2
"4961",2001,"11-2",-0.2
"4962",2001,"11-3",-0.5
"4963",2001,"11-4",3.9
"4964",2001,"11-5",2.6
"4965",2001,"11-6",4.6
"4966",2001,"11-7",2.3
"4967",2001,"11-8",3.2
"4968",2001,"11-9",3.2
"4969",2001,"11-10",1.7
"4970",2001,"11-11",2.2
"4971",2001,"11-12",0.6
"4972",2001,"11-13",1.5
"4973",2001,"11-14",1.5
"4974",2001,"11-15",2.2
"4975",2001,"11-16",1.1
"4976",2001,"11-17",-0.5
"4977",2001,"11-18",2.2
"4978",2001,"11-19",1.9
"4979",2001,"11-20",4
"4980",2001,"11-21",2.9
"4981",2001,"11-22",2.9
"4982",2001,"11-23",4.5
"4983",2001,"11-24",4.6
"4984",2001,"11-25",2.6
"4985",2001,"11-26",4
"4986",2001,"11-27",4
"4987",2001,"11-28",3.8
"4988",2001,"11-29",1.9
"4989",2001,"11-30",2.3
"4990",2002,"1-1",-1.9
"4991",2002,"1-2",-1.1
"4992",2002,"1-3",-0.7
"4993",2002,"1-4",-0.3
"4994",2002,"1-5",-3.2
"4995",2002,"1-6",-5.7
"4996",2002,"1-7",-5.8
"4997",2002,"1-8",-5.3
"4998",2002,"1-9",-5.7
"4999",2002,"1-10",-5.6
"5000",2002,"1-11",-5.2
"5001",2002,"1-12",-4.4
"5002",2002,"1-13",-4.2
"5003",2002,"1-14",-3.1
"5004",2002,"1-15",-5.1
"5005",2002,"1-16",1.4
"5006",2002,"1-17",0
"5007",2002,"1-18",-0.1
"5008",2002,"1-19",1
"5009",2002,"1-20",-1
"5010",2002,"1-21",-1.5
"5011",2002,"1-22",-6.2
"5012",2002,"1-23",-8.3
"5013",2002,"1-24",-0.9
"5014",2002,"1-25",2.5
"5015",2002,"1-26",0.7
"5016",2002,"1-27",0.6
"5017",2002,"1-28",0
"5018",2002,"1-29",-1.3
"5019",2002,"1-30",-0.7
"5020",2002,"7-16",8.3
"5021",2002,"7-17",8.1
"5022",2002,"7-18",8.4
"5023",2002,"7-19",8.5
"5024",2002,"7-20",8
"5025",2002,"7-21",9.1
"5026",2002,"7-22",9
"5027",2002,"7-23",8.9
"5028",2002,"7-24",9.1
"5029",2002,"7-25",9.2
"5030",2002,"7-26",9
"5031",2002,"7-27",9.4
"5032",2002,"7-28",8.9
"5033",2002,"7-29",9.2
"5034",2002,"7-30",9.5
"5035",2002,"7-31",9.6
"5036",2002,"8-1",9.5
"5037",2002,"8-2",8.6
"5038",2002,"8-3",8.7
"5039",2002,"8-4",9.9
"5040",2002,"8-5",9.5
"5041",2002,"8-6",9.3
"5042",2002,"8-7",9.2
"5043",2002,"8-8",NA
"5044",2002,"8-9",9.6
"5045",2002,"8-10",9
"5046",2002,"8-11",10
"5047",2002,"8-12",9.8
"5048",2002,"8-13",9.2
"5049",2002,"8-14",10.1
"5050",2002,"8-15",10
"5051",2002,"8-16",10.4
"5052",2002,"8-17",9.8
"5053",2002,"8-18",9.7
"5054",2002,"8-19",9.8
"5055",2002,"8-20",9.2
"5056",2002,"8-21",8.7
"5057",2002,"8-22",7.8
"5058",2002,"8-23",9.1
"5059",2002,"8-24",9.7
"5060",2002,"8-25",9.4
"5061",2002,"8-26",9.7
"5062",2002,"8-27",8.6
"5063",2002,"8-28",9.3
"5064",2002,"8-29",9.7
"5065",2002,"8-30",10.1
"5066",2002,"8-31",9.8
"5067",2002,"9-1",10.2
"5068",2002,"9-2",10.2
"5069",2002,"9-3",10
"5070",2002,"9-4",9.8
"5071",2002,"9-5",10.4
"5072",2002,"9-6",10
"5073",2002,"9-7",9.9
"5074",2002,"9-8",10
"5075",2002,"9-9",9.9
"5076",2002,"9-10",9
"5077",2002,"9-11",9.6
"5078",2002,"9-12",9.4
"5079",2002,"9-13",8.9
"5080",2002,"9-14",8.1
"5081",2002,"9-15",9
"5082",2002,"9-16",8.2
"5083",2002,"9-17",8.8
"5084",2002,"9-18",7.5
"5085",2002,"9-19",9.3
"5086",2002,"9-20",9.1
"5087",2002,"9-21",8.2
"5088",2002,"9-22",8.5
"5089",2002,"9-23",8.5
"5090",2002,"9-24",8.9
"5091",2002,"9-25",8.2
"5092",2002,"9-26",8.9
"5093",2002,"9-27",8.6
"5094",2002,"9-28",8.6
"5095",2002,"9-29",7.8
"5096",2002,"9-30",7.9
"5097",2002,"10-1",7.1
"5098",2002,"10-2",7
"5099",2002,"10-3",6.8
"5100",2002,"10-4",7.3
"5101",2002,"10-5",7.8
"5102",2002,"10-6",7.6
"5103",2002,"10-7",4.8
"5104",2002,"10-8",6.2
"5105",2002,"10-9",7.5
"5106",2002,"10-10",6.6
"5107",2002,"10-11",6.8
"5108",2002,"10-12",6.7
"5109",2002,"10-13",7
"5110",2002,"10-14",7.5
"5111",2002,"10-15",7.5
"5112",2002,"10-16",6.9
"5113",2002,"10-17",7.4
"5114",2002,"10-18",6.1
"5115",2002,"10-19",5.4
"5116",2002,"10-20",3.9
"5117",2002,"10-21",2.7
"5118",2002,"10-22",2.6
"5119",2002,"10-23",2.5
"5120",2002,"10-24",5.8
"5121",2002,"10-25",4.3
"5122",2002,"10-26",3
"5123",2002,"10-27",4.3
"5124",2002,"10-28",4.2
"5125",2002,"10-29",3
"5126",2002,"10-30",3.3
"5127",2002,"10-31",5.5
"5128",2002,"11-1",5.3
"5129",2002,"11-2",6
"5130",2002,"11-3",5.9
"5131",2002,"11-4",4.8
"5132",2002,"11-5",4.9
"5133",2002,"11-6",5
"5134",2002,"11-7",4.9
"5135",2002,"11-8",5.1
"5136",2002,"11-9",5.1
"5137",2002,"11-10",3.3
"5138",2002,"11-11",3.6
"5139",2002,"11-12",0.2
"5140",2002,"11-13",0.5
"5141",2002,"11-14",-1
"5142",2002,"11-15",5
"5143",2002,"11-16",2.5
"5144",2002,"11-17",2.4
"5145",2002,"11-18",1.6
"5146",2002,"11-19",0.2
"5147",2002,"11-20",0.3
"5148",2002,"11-21",0.8
"5149",2002,"11-22",-1.3
"5150",2002,"11-23",0.8
"5151",2002,"11-24",-0.2
"5152",2002,"11-25",0.6
"5153",2002,"11-26",-0.5
"5154",2002,"11-27",-3.4
"5155",2002,"11-28",-1.1
"5156",2002,"11-29",-0.5
"5157",2002,"11-30",0
"5158",2002,"12-1",2.3
"5159",2002,"12-2",4
"5160",2002,"12-3",3.7
"5161",2002,"12-4",2.8
"5162",2002,"12-5",4.1
"5163",2002,"12-6",2.4
"5164",2002,"12-7",2.8
"5165",2002,"12-8",2.7
"5166",2002,"12-9",2.9
"5167",2002,"12-10",2
"5168",2002,"12-11",0.7
"5169",2002,"12-12",0.1
"5170",2002,"12-13",0.6
"5171",2002,"12-14",1.2
"5172",2002,"12-15",0.4
"5173",2002,"12-16",-0.1
"5174",2002,"12-17",0.9
"5175",2002,"12-18",0.2
"5176",2002,"12-19",2.7
"5177",2002,"12-20",-0.5
"5178",2002,"12-21",0.6
"5179",2002,"12-22",-0.4
"5180",2002,"12-23",-0.3
"5181",2002,"12-24",-1.1
"5182",2002,"12-25",-1.2
"5183",2002,"12-26",0
"5184",2002,"12-27",2.3
"5185",2002,"12-28",2.5
"5186",2002,"12-29",1.2
"5187",2002,"12-30",-0.7
"5188",2002,"12-31",-1.7
"5189",2003,"1-1",-1.6
"5190",2003,"1-2",-4
"5191",2003,"1-3",-4.2
"5192",2003,"1-4",-7.4
"5193",2003,"1-5",-6.7
"5194",2003,"1-6",-5.3
"5195",2003,"1-7",-3
"5196",2003,"1-8",-1.6
"5197",2003,"1-9",-0.9
"5198",2003,"1-10",0.2
"5199",2003,"1-11",-0.8
"5200",2003,"1-12",1.6
"5201",2003,"1-13",1.7
"5202",2003,"1-14",2.9
"5203",2003,"1-15",2.2
"5204",2003,"1-16",1
"5205",2003,"1-17",3.2
"5206",2003,"1-18",2.5
"5207",2003,"1-19",3.1
"5208",2003,"1-20",1
"5209",2003,"1-21",3.4
"5210",2003,"1-22",3.8
"5211",2003,"1-23",0.7
"5212",2003,"1-24",-1.7
"5213",2003,"1-25",0
"5214",2003,"1-26",-1.4
"5215",2003,"1-27",0
"5216",2003,"1-28",-0.8
"5217",2003,"1-29",-2.1
"5218",2003,"1-30",-1.8
"5219",2003,"1-31",-1.1
"5220",2003,"2-1",-0.6
"5221",2003,"2-2",-2.2
"5222",2003,"2-3",-4.7
"5223",2003,"2-4",-5.3
"5224",2003,"2-5",-6.3
"5225",2003,"2-6",-3.5
"5226",2003,"2-7",-2.1
"5227",2003,"2-8",-3.3
"5228",2003,"2-9",-3.2
"5229",2003,"2-10",-2.6
"5230",2003,"2-11",-2.2
"5231",2003,"2-12",-3.5
"5232",2003,"2-13",-3.8
"5233",2003,"2-14",-2.9
"5234",2003,"2-15",0.3
"5235",2003,"2-16",1.1
"5236",2003,"2-17",-1.9
"5237",2003,"2-18",-3.3
"5238",2003,"2-19",1.2
"5239",2003,"2-20",1.7
"5240",2003,"2-21",2.1
"5241",2003,"2-22",0.5
"5242",2003,"2-23",2.1
"5243",2003,"2-24",-1.4
"5244",2003,"2-25",0.7
"5245",2003,"2-26",1.2
"5246",2003,"2-27",0.1
"5247",2003,"2-28",1.3
"5248",2003,"3-1",1.3
"5249",2003,"3-2",2.7
"5250",2003,"3-3",1.4
"5251",2003,"3-4",0.5
"5252",2003,"3-5",2
"5253",2003,"3-6",0.7
"5254",2003,"3-7",1.4
"5255",2003,"3-8",1.6
"5256",2003,"3-9",1.7
"5257",2003,"3-10",0.2
"5258",2003,"3-11",1.5
"5259",2003,"3-12",0.9
"5260",2003,"3-13",0.6
"5261",2003,"3-14",-2.1
"5262",2003,"3-15",-0.1
"5263",2003,"3-16",0.4
"5264",2003,"3-17",-1.4
"5265",2003,"3-18",-3.3
"5266",2003,"3-19",-0.4
"5267",2003,"3-20",-2.1
"5268",2003,"3-21",-1.2
"5269",2003,"3-22",-0.3
"5270",2003,"3-23",-2.5
"5271",2003,"3-24",-0.7
"5272",2003,"3-25",0.8
"5273",2003,"3-26",2
"5274",2003,"3-27",2.8
"5275",2003,"3-28",1.4
"5276",2003,"3-29",1.3
"5277",2003,"3-30",2.5
"5278",2003,"3-31",3.8
"5279",2003,"4-1",2.7
"5280",2003,"4-2",2.4
"5281",2003,"4-3",2.3
"5282",2003,"4-4",2.6
"5283",2003,"4-5",1.7
"5284",2003,"4-6",2.6
"5285",2003,"4-7",2
"5286",2003,"4-8",1.8
"5287",2003,"4-9",0.6
"5288",2003,"4-10",0.1
"5289",2003,"4-11",0.8
"5290",2003,"4-12",1.8
"5291",2003,"4-13",1.7
"5292",2003,"4-14",1.6
"5293",2003,"4-15",0.3
"5294",2003,"4-16",0.5
"5295",2003,"4-17",-1.1
"5296",2003,"4-18",-0.2
"5297",2003,"4-19",3.1
"5298",2003,"4-20",2.4
"5299",2003,"4-21",1.8
"5300",2003,"4-22",3.2
"5301",2003,"4-23",3.6
"5302",2003,"4-24",2.9
"5303",2003,"4-25",2.8
"5304",2003,"4-26",2
"5305",2003,"4-27",2.4
"5306",2003,"4-28",2.1
"5307",2003,"4-29",2.8
"5308",2003,"4-30",3.3
"5309",2003,"5-1",3.1
"5310",2003,"5-2",4.1
"5311",2003,"5-3",3.6
"5312",2003,"5-4",2.4
"5313",2003,"5-5",2.7
"5314",2003,"5-6",3
"5315",2003,"5-7",2.5
"5316",2003,"5-8",1.2
"5317",2003,"5-9",2.8
"5318",2003,"5-10",3.8
"5319",2003,"5-11",2
"5320",2003,"5-12",0.8
"5321",2003,"5-13",2.6
"5322",2003,"5-14",1.8
"5323",2003,"5-15",3.2
"5324",2003,"5-16",2.9
"5325",2003,"5-17",2.6
"5326",2003,"5-18",3.8
"5327",2003,"5-19",4.1
"5328",2003,"5-20",4.1
"5329",2003,"5-21",3.9
"5330",2003,"5-22",4.8
"5331",2003,"5-23",3.3
"5332",2003,"5-24",4
"5333",2003,"5-25",4.7
"5334",2003,"5-26",4.3
"5335",2003,"5-27",2.8
"5336",2003,"5-28",4.1
"5337",2003,"5-29",4.4
"5338",2003,"5-30",4.9
"5339",2003,"5-31",4.6
"5340",2003,"6-1",5.2
"5341",2003,"6-2",5.5
"5342",2003,"6-3",5.1
"5343",2003,"6-4",5
"5344",2003,"6-5",5
"5345",2003,"6-6",5.4
"5346",2003,"6-7",5.7
"5347",2003,"6-8",5.9
"5348",2003,"6-9",5.4
"5349",2003,"6-10",6
"5350",2003,"6-11",5.9
"5351",2003,"6-12",5.7
"5352",2003,"6-13",5.7
"5353",2003,"6-14",6.5
"5354",2003,"6-15",5.7
"5355",2003,"6-16",6.1
"5356",2003,"6-17",5.5
"5357",2003,"6-18",6.2
"5358",2003,"6-19",6.6
"5359",2003,"6-20",6
"5360",2003,"6-21",6.5
"5361",2003,"6-22",6.4
"5362",2003,"6-23",7.3
"5363",2003,"6-24",7.8
"5364",2003,"6-25",6.9
"5365",2003,"6-26",7.6
"5366",2003,"6-27",7
"5367",2003,"6-28",7.4
"5368",2003,"6-29",6.2
"5369",2003,"6-30",8.1
"5370",2003,"7-1",7.8
"5371",2003,"7-2",6.9
"5372",2003,"7-3",6.7
"5373",2003,"7-4",7.3
"5374",2003,"7-5",7.7
"5375",2003,"7-6",6.7
"5376",2003,"7-7",8
"5377",2003,"7-8",8.5
"5378",2003,"7-9",7.8
"5379",2003,"7-10",7.1
"5380",2003,"7-11",7.5
"5381",2003,"7-12",6.8
"5382",2003,"7-13",7.9
"5383",2003,"7-14",7.3
"5384",2003,"7-15",7.4
"5385",2003,"7-16",9.6
"5386",2003,"7-17",9
"5387",2003,"7-18",8.5
"5388",2003,"7-19",9.3
"5389",2003,"7-20",9.1
"5390",2003,"7-21",10.4
"5391",2003,"7-22",9.1
"5392",2003,"7-23",9.2
"5393",2003,"7-24",9.5
"5394",2003,"7-25",9.5
"5395",2003,"7-26",8.8
"5396",2003,"7-27",9.6
"5397",2003,"7-28",9.7
"5398",2003,"7-29",8.8
"5399",2003,"7-30",9.2
"5400",2003,"7-31",9.9
"5401",2003,"8-1",10.2
"5402",2003,"8-2",10.3
"5403",2003,"8-3",11.2
"5404",2003,"8-4",10.2
"5405",2003,"8-5",10.6
"5406",2003,"8-6",10.4
"5407",2003,"8-7",10.2
"5408",2003,"8-8",10.3
"5409",2003,"8-9",10.8
"5410",2003,"8-10",10.9
"5411",2003,"8-11",10.4
"5412",2003,"8-12",10.3
"5413",2003,"8-13",10.8
"5414",2003,"8-14",10.5
"5415",2003,"8-15",10.4
"5416",2003,"8-16",9.1
"5417",2003,"8-17",9.1
"5418",2003,"8-18",8
"5419",2003,"8-19",10.2
"5420",2003,"8-20",11
"5421",2003,"8-21",10.2
"5422",2003,"8-22",10.2
"5423",2003,"8-23",11
"5424",2003,"8-24",10.5
"5425",2003,"8-25",11
"5426",2003,"8-26",10.7
"5427",2003,"8-27",9
"5428",2003,"8-28",9.5
"5429",2003,"8-29",9.7
"5430",2003,"8-30",9.7
"5431",2003,"8-31",9.6
"5432",2003,"9-1",9.8
"5433",2003,"9-2",10.2
"5434",2003,"9-3",10.3
"5435",2003,"9-4",10.4
"5436",2003,"9-5",10.7
"5437",2003,"9-6",10.6
"5438",2003,"9-7",10.3
"5439",2003,"9-8",10.3
"5440",2003,"9-9",10.7
"5441",2003,"9-10",10.6
"5442",2003,"9-11",10.6
"5443",2003,"9-12",10.8
"5444",2003,"9-13",10.7
"5445",2003,"9-14",10.7
"5446",2003,"9-15",10.7
"5447",2003,"9-16",10
"5448",2003,"9-17",9.8
"5449",2003,"9-18",10.1
"5450",2003,"9-19",9.9
"5451",2003,"9-20",9.3
"5452",2003,"9-21",9.3
"5453",2003,"9-22",9.7
"5454",2003,"9-23",7.9
"5455",2003,"9-24",7.9
"5456",2003,"9-25",7.8
"5457",2003,"9-26",7.9
"5458",2003,"9-27",7.9
"5459",2003,"9-28",8.4
"5460",2003,"9-29",7.5
"5461",2003,"9-30",7.2
"5462",2003,"10-1",7.7
"5463",2003,"10-2",7.3
"5464",2003,"10-3",6
"5465",2003,"10-4",6.1
"5466",2003,"10-5",6.5
"5467",2003,"10-6",6.1
"5468",2003,"10-7",7.1
"5469",2003,"10-8",6.9
"5470",2003,"10-9",6.2
"5471",2003,"10-10",7.3
"5472",2003,"10-11",6.3
"5473",2003,"10-12",7.6
"5474",2003,"10-13",7.6
"5475",2003,"10-14",7
"5476",2003,"10-15",6.5
"5477",2003,"10-16",5.1
"5478",2003,"10-17",5
"5479",2003,"10-18",5.9
"5480",2003,"10-19",6.4
"5481",2003,"10-20",6.4
"5482",2003,"10-21",6
"5483",2003,"10-22",5.5
"5484",2003,"10-23",5.5
"5485",2003,"10-24",4.3
"5486",2003,"10-25",6
"5487",2003,"10-26",6.9
"5488",2003,"10-27",7.4
"5489",2003,"10-28",7.3
"5490",2003,"10-29",6.6
"5491",2003,"10-30",5.7
"5492",2003,"10-31",6.5
"5493",2003,"11-1",6.6
"5494",2003,"11-2",7.7
"5495",2003,"11-3",6.5
"5496",2003,"11-4",6.4
"5497",2003,"11-5",5.9
"5498",2003,"11-6",4.3
"5499",2003,"11-7",3.2
"5500",2003,"11-8",3.8
"5501",2003,"11-9",3.3
"5502",2003,"11-10",4.6
"5503",2003,"11-11",3.1
"5504",2003,"11-12",2.7
"5505",2003,"11-13",3.8
"5506",2003,"11-14",2.6
"5507",2003,"11-15",2.2
"5508",2003,"11-16",0.9
"5509",2003,"11-17",2.6
"5510",2003,"11-18",6.2
"5511",2003,"11-19",6.1
"5512",2003,"11-20",5.6
"5513",2003,"11-21",1.7
"5514",2003,"11-22",3
"5515",2003,"11-23",6
"5516",2003,"11-24",1.4
"5517",2003,"11-25",0.9
"5518",2003,"11-26",2.7
"5519",2003,"11-27",2.9
"5520",2003,"11-28",-0.3
"5521",2003,"11-29",-2.7
"5522",2003,"11-30",-3.2
"5523",2003,"12-1",-2.2
"5524",2003,"12-2",0.5
"5525",2003,"12-3",-2.4
"5526",2003,"12-4",-1.2
"5527",2003,"12-5",1.9
"5528",2003,"12-6",0.6
"5529",2003,"12-7",2.5
"5530",2003,"12-8",1.6
"5531",2003,"12-9",3.6
"5532",2003,"12-10",2.1
"5533",2003,"12-11",2.5
"5534",2003,"12-12",0.7
"5535",2003,"12-13",2.2
"5536",2003,"12-14",2.3
"5537",2003,"12-15",-0.8
"5538",2003,"12-16",-1
"5539",2003,"12-17",1.2
"5540",2003,"12-18",1.1
"5541",2003,"12-19",-1.4
"5542",2003,"12-20",-2.3
"5543",2003,"12-21",-0.9
"5544",2003,"12-22",0.6
"5545",2003,"12-23",2.2
"5546",2003,"12-24",2.4
"5547",2003,"12-25",1.3
"5548",2003,"12-26",4.2
"5549",2003,"12-27",2.7
"5550",2003,"12-28",1.1
"5551",2003,"12-29",-0.4
"5552",2003,"12-30",2.4
"5553",2003,"12-31",4.1
"5554",2004,"1-1",2.6
"5555",2004,"1-2",3.8
"5556",2004,"1-3",4.1
"5557",2004,"1-4",4
"5558",2004,"1-5",3.8
"5559",2004,"1-6",3
"5560",2004,"1-7",2
"5561",2004,"1-8",-0.4
"5562",2004,"1-9",-5.9
"5563",2004,"1-10",-3.1
"5564",2004,"1-11",-1.7
"5565",2004,"1-12",-0.1
"5566",2004,"1-13",0.3
"5567",2004,"1-14",2.6
"5568",2004,"1-15",2
"5569",2004,"1-16",1.6
"5570",2004,"1-18",-0.3
"5571",2004,"1-19",-6.3
"5572",2004,"1-20",-8
"5573",2004,"1-21",-5.3
"5574",2004,"1-22",-0.7
"5575",2004,"1-23",2.6
"5576",2004,"1-24",2.1
"5577",2004,"1-25",2.7
"5578",2004,"1-26",3.9
"5579",2004,"1-27",-0.2
"5580",2004,"1-28",2.6
